Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
1583,CTR,Financial Services,Asset Management,NYSE,102.61,77,58,78,81
1584,CEM,Financial Services,Asset Management,NYSE,102.58,77,63,84,88
1585,PTCT,Healthcare,Biotechnology,NASDAQ,102.57,77,93,62,96
1586,SIGI,Financial Services,Insurance—Property & Casualty,NASDAQ,102.56,77,84,77,91
1587,HTLD,Industrials,Trucking,NASDAQ,102.55,77,79,81,75
1588,SPB,Consumer Defensive,Household & Personal Products,NYSE,102.54,77,33,70,16
1589,AM,Energy,Oil & Gas Midstream,NYSE,102.54,77,67,85,78
1590,AME,Industrials,Specialty Industrial Machinery,NYSE,102.53,77,80,87,66
1591,ASYS,Technology,Semiconductor Equipment & Materials,NASDAQ,102.53,77,58,73,65
1592,BGRY,Industrials,Specialty Industrial Machinery,NASDAQ,102.52,77,25,10,18
1593,GIL,Consumer Cyclical,Apparel Manufacturing,NYSE,102.51,77,57,44,62
1594,HPE,Technology,Communication Equipment,NYSE,102.51,77,46,83,50
1595,TCON,Healthcare,Biotechnology,NASDAQ,102.51,77,41,30,31
1596,AON,Financial Services,Insurance Brokers,NYSE,102.5,77,66,77,68
1597,HCI,Financial Services,Insurance—Property & Casualty,NYSE,102.49,77,91,22,14
1598,COFS,Financial Services,Banks—Regional,NASDAQ,102.45,77,89,91,70
1599,BHP,Basic Materials,Other Industrial Metals & Mining,NYSE,102.45,77,67,92,68
1600,ROCK,Industrials,Building Products & Equipment,NASDAQ,102.43,77,76,79,62
1601,ODP,Consumer Cyclical,Specialty Retail,NASDAQ,102.42,77,85,93,65
1602,CRT,Energy,Oil & Gas E&P,NYSE,102.4,76,23,96,98
1603,GGG,Industrials,Specialty Industrial Machinery,NYSE,102.4,76,66,76,66
1604,STT,Financial Services,Asset Management,NYSE,102.35,76,59,81,44
1605,PUK,Financial Services,Insurance—Life,NYSE,102.35,76,85,91,27
1606,CTAS,Industrials,Specialty Business Services,NASDAQ,102.35,76,78,79,71
1607,IRM,Real Estate,REIT—Specialty,NYSE,102.33,76,61,77,69
1608,NVST,Healthcare,Medical Instruments & Supplies,NYSE,102.33,76,64,31,42
1609,EMO,Financial Services,Asset Management,NYSE,102.32,76,61,81,87
1610,AXP,Financial Services,Credit Services,NYSE,102.32,76,63,54,54
1611,CASY,Consumer Cyclical,Specialty Retail,NASDAQ,102.32,76,64,76,88
1612,VMW,Technology,Software—Infrastructure,NYSE,102.31,76,58,80,60
1613,OLLI,Consumer Defensive,Discount Stores,NASDAQ,102.3,76,80,39,64
1614,PDCE,Energy,Oil & Gas E&P,NASDAQ,102.29,76,50,57,92
1615,IART,Healthcare,Medical Devices,NASDAQ,102.29,76,48,76,30
1616,KACLU,Financial Services,Shell Companies,NASDAQ,102.26,76,83,55,75
1617,RDY,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,102.26,76,64,41,59
1618,AWR,Utilities,Utilities—Regulated Water,NYSE,102.26,76,58,78,86
1619,DMAQ,Financial Services,Shell Companies,NASDAQ,102.25,76,76,57,82
1620,INKT,Healthcare,Biotechnology,NASDAQ,102.23,76,56,58,49
1621,FLS,Industrials,Specialty Industrial Machinery,NYSE,102.23,76,66,84,37
1622,AEFC,n/a,n/a,NYSE,102.21,76,53,52,50
1623,ECAT,Financial,Closed-End Fund - Equity,NYSE,102.2,76,60,48,42
1624,KLAC,Technology,Semiconductor Equipment & Materials,NASDAQ,102.2,76,67,92,32
1625,NXPI,Technology,Semiconductors,NASDAQ,102.2,76,65,64,34
1626,BMEZ,Financial,Closed-End Fund - Equity,NYSE,102.18,76,61,49,40
1627,KMT,Industrials,Tools & Accessories,NYSE,102.18,76,82,67,43
1628,SITE,Industrials,Industrial Distribution,NYSE,102.18,76,79,47,26
1629,CHCO,Financial Services,Banks—Regional,NASDAQ,102.17,76,82,79,95
1630,PAVS,n/a,n/a,NASDAQ,102.17,76,92,89,5
1631,ATMP,Exchange Traded Fund,USA,BATS,102.14,76,67,81,88
1632,ASTE,Industrials,Farm & Heavy Construction Machinery,NASDAQ,102.14,76,56,39,27
1633,EVH,Healthcare,Health Information Services,NYSE,102.13,76,69,67,89
1634,ASA,Financial Services,Asset Management,NYSE,102.13,76,47,64,31
1635,LINK,Technology,Electronic Components,NASDAQ,102.12,76,59,29,64
1636,LAB,Healthcare,Diagnostics & Research,NASDAQ,102.12,76,88,87,8
1637,WMT,Consumer Defensive,Discount Stores,NYSE,102.11,76,62,69,65
1638,FEIM,Technology,Communication Equipment,NASDAQ,102.1,76,84,34,23
1639,FLXS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,102.09,76,86,50,22
1640,PKG,Consumer Cyclical,Packaging & Containers,NYSE,102.09,76,46,68,46
1641,GATX,Industrials,Rental & Leasing Services,NYSE,102.09,76,52,81,63
1642,EDR,Communication Services,Entertainment,NYSE,102.06,76,61,35,49
1643,GFF,Industrials,Conglomerates,NYSE,102.05,76,66,96,95
1644,GLP,Energy,Oil & Gas Midstream,NYSE,102.04,76,76,91,89
1645,IT,Technology,Information Technology Services,NYSE,102.02,76,78,86,85
1646,CASI,Healthcare,Biotechnology,NASDAQ,102.01,76,12,11,12
1647,T,Communication Services,Telecom Services,NYSE,102.0,76,59,77,36
1648,NWLI,Financial Services,Insurance—Life,NASDAQ,101.98,76,79,95,57
1649,INMD,Healthcare,Medical Devices,NASDAQ,101.96,76,57,38,64
1650,NATR,Consumer Defensive,Packaged Foods,NASDAQ,101.94,76,35,28,20
1651,BRW,Financial Services,Asset Management,NYSE,101.94,76,70,68,67
1652,APTMU,Financial Services,Shell Companies,NASDAQ,101.92,76,74,60,77
1653,TRNO,Real Estate,REIT—Industrial,NYSE,101.92,76,63,54,43
1654,ABEV,Consumer Defensive,Beverages—Brewers,NYSE,101.91,76,55,59,86
1655,SHOO,Consumer Cyclical,Footwear & Accessories,NASDAQ,101.89,76,65,52,30
1656,GEGGL,n/a,n/a,NASDAQ,101.88,76,72,51,23
1657,MA,Financial Services,Credit Services,NYSE,101.86,76,66,84,48
1658,CUK,Consumer Cyclical,Leisure,NYSE,101.86,76,36,51,10
1659,KRG,Real Estate,REIT—Retail,NYSE,101.86,76,57,78,56
1660,OTIS,Industrials,Specialty Industrial Machinery,NYSE,101.85,76,84,84,50
1661,SNA,Industrials,Tools & Accessories,NYSE,101.84,76,82,85,72
1662,CHD,Consumer Defensive,Household & Personal Products,NYSE,101.83,76,64,37,39
1663,QLYS,Technology,Software—Infrastructure,NASDAQ,101.8,76,47,21,86
1664,ACGLO,Financial Services,Insurance—Diversified,NASDAQ,101.8,76,59,65,59
1665,ERIE,Financial Services,Insurance Brokers,NASDAQ,101.78,76,80,88,96
1666,CPK,Utilities,Utilities—Regulated Gas,NYSE,101.78,76,58,46,63
1667,CVR,Industrials,Tools & Accessories,NYSE MKT,101.76,76,81,78,71
1668,OXM,Consumer Cyclical,Apparel Manufacturing,NYSE,101.75,76,89,83,74
1669,ORI,Financial Services,Insurance—Diversified,NYSE,101.75,76,64,65,69
1670,GER,Financial Services,Asset Management,NYSE,101.74,76,69,80,88
1671,NOMD,Consumer Defensive,Packaged Foods,NYSE,101.74,76,55,43,23
1672,TLK,Communication Services,Telecom Services,NYSE,101.73,75,57,28,70
1673,CELC,Healthcare,Biotechnology,NASDAQ,101.73,75,92,84,73
1674,ALGT,Industrials,Airlines,NASDAQ,101.73,75,53,22,9
1675,NRGU,Exchange Traded Fund,USA,NYSE ARCA,101.7,75,23,95,99
1676,NGVT,Basic Materials,Specialty Chemicals,NYSE,101.7,75,62,90,65
1677,VABK,Financial Services,Banks—Regional,NASDAQ,101.69,75,86,79,71
1678,FLT,Technology,Software—Infrastructure,NYSE,101.65,75,45,40,29
1679,TXN,Technology,Semiconductors,NASDAQ,101.65,75,70,74,51
1680,UPBD,Technology,Software - Application,NASDAQ,101.64,75,61,68,20
1681,ARC,Industrials,Specialty Business Services,NYSE,101.61,75,83,93,37
1682,OPCH,Healthcare,Medical Care Facilities,NASDAQ,101.61,75,80,41,95
1683,EIG,Financial Services,Insurance—Specialty,NYSE,101.61,75,62,78,56
1684,RACY,Financial Services,Shell Companies,NASDAQ,101.6,75,91,89,78
1685,SCM,Financial Services,Asset Management,NYSE,101.59,75,79,76,67
1686,GEG,Healthcare,Medical Distribution,NASDAQ,101.57,75,81,89,80
1687,ALKS,Healthcare,Biotechnology,NASDAQ,101.54,75,81,76,44
1688,CLOEU,Financial Services,Shell Companies,NASDAQ,101.52,75,81,73,72
1689,KAI,Industrials,Specialty Industrial Machinery,NYSE,101.52,75,85,72,49
1690,ROL,Consumer Cyclical,Personal Services,NYSE,101.51,75,59,72,86
1691,POWI,Technology,Semiconductors,NASDAQ,101.5,75,78,76,35
1692,AIO,Financial,Closed-End Fund - Equity,NYSE,101.49,75,58,48,45
1693,PLUS,Technology,Software—Application,NASDAQ,101.49,75,60,46,47
1694,CLOE,Financial Services,Shell Companies,NASDAQ,101.47,75,81,74,85
1695,COOK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,101.47,75,44,14,9
1696,WEYS,Consumer Cyclical,Footwear & Accessories,NASDAQ,101.47,75,37,71,56
1697,BBCP,Industrials,Engineering & Construction,NASDAQ,101.46,75,85,35,62
1698,NWE,Utilities,Utilities—Diversified,NASDAQ,101.45,75,56,74,59
1699,LYB,Basic Materials,Specialty Chemicals,NYSE,101.43,75,56,70,43
1700,BCTX,Healthcare,Biotechnology,NASDAQ,101.43,75,68,34,63
1701,SJM,Consumer Defensive,Packaged Foods,NYSE,101.43,75,81,79,88
1702,GDEN,Consumer Cyclical,Resorts & Casinos,NASDAQ,101.43,75,41,29,59
1703,FOLD,Healthcare,Biotechnology,NASDAQ,101.42,75,85,90,91
1704,HLNE,Financial Services,Asset Management,NASDAQ,101.42,75,44,68,37
1705,FGF,Financial Services,Insurance—Diversified,NASDAQ,101.42,75,79,96,22
1706,BVN,Basic Materials,Other Precious Metals & Mining,NYSE,101.41,75,63,81,57
1707,NU,Financial Services,Banks—Diversified,NYSE,101.38,75,65,16,27
1708,AER,Industrials,Rental & Leasing Services,NYSE,101.38,75,81,91,67
1709,MEDP,Healthcare,Diagnostics & Research,NASDAQ,101.38,75,78,95,70
1710,CAT,Industrials,Farm & Heavy Construction Machinery,NYSE,101.37,75,80,93,60
1711,CHSCP,Consumer Defensive,Farm Products,NASDAQ,101.35,75,66,50,66
1712,MLPB,Exchange Traded Fund,USA,NYSE ARCA,101.34,75,69,78,87
1713,CMSC,n/a,n/a,NYSE,101.32,75,62,67,60
1714,AUVIP,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,101.31,75,37,20,68
1715,XPL,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,101.31,75,87,86,69
1716,EWCZ,Consumer Defensive,Household & Personal Products,NASDAQ,101.29,75,44,23,24
1717,XYF,Financial Services,Credit Services,NYSE,101.28,75,80,98,16
1718,PTLO,Consumer Cyclical,Restaurants,NASDAQ,101.28,75,54,29,45
1719,FTV,Technology,Scientific & Technical Instruments,NYSE,101.27,75,68,77,68
1720,LCII,Consumer Cyclical,Recreational Vehicles,NYSE,101.23,75,55,47,38
1721,PTON,Consumer Cyclical,Leisure,NASDAQ,101.22,75,47,35,7
1722,TMUS,Communication Services,Telecom Services,NASDAQ,101.21,75,69,84,89
1723,PLYM,Real Estate,REIT—Industrial,NYSE,101.19,75,60,70,41
1724,PKE,Industrials,Aerospace & Defense,NYSE,101.18,75,68,85,53
1725,INMB,Healthcare,Biotechnology,NASDAQ,101.15,75,54,50,22
1726,SBH,Consumer Cyclical,Specialty Retail,NYSE,101.13,75,85,69,50
1727,UPXI,Communication Services,Internet Content & Information,NASDAQ,101.12,75,62,25,61
1728,MTG,Financial Services,Insurance—Specialty,NYSE,101.11,75,47,46,55
1729,RBCP,Industrials,Tools & Accessories,NYSE,101.1,75,60,71,78
1730,DENN,Consumer Cyclical,Restaurants,NASDAQ,101.09,75,58,76,49
1731,FRPT,Consumer Defensive,Packaged Foods,NASDAQ,101.08,75,53,33,31
1732,STX,Technology,Computer Hardware,NASDAQ,101.07,75,44,23,20
1733,LCAAU,Financial Services,Shell Companies,NASDAQ,101.05,75,77,57,77
1734,WCN,Industrials,Waste Management,NYSE,101.04,75,57,47,74
1735,TSLA,Consumer Cyclical,Auto Manufacturers,NASDAQ,101.04,75,25,5,35
1736,ESGR,Financial Services,Insurance—Diversified,NASDAQ,101.03,75,68,80,47
1737,FSV,Real Estate,Real Estate Services,NASDAQ,101.01,75,81,67,45
1738,BECN,Industrials,Building Products & Equipment,NASDAQ,101.01,75,66,38,69
1739,THRN,Consumer Defensive,Packaged Foods,NASDAQ,101.0,74,60,13,36
1740,TGH,Industrials,Rental & Leasing Services,NYSE,101.0,74,62,73,47
1741,ANIK,Healthcare,Medical Devices,NASDAQ,101.0,74,66,87,60
1742,JOF,Financial Services,Asset Management,NYSE,101.0,74,78,68,41
1743,CEG,Utilities,Utilities—Renewable,NASDAQ,100.98,74,84,94,99
1744,TNET,Industrials,Staffing & Employment Services,NYSE,100.97,74,64,34,47
1745,KTOS,Industrials,Aerospace & Defense,NASDAQ,100.97,74,81,27,18
1746,NTES,Communication Services,Electronic Gaming & Multimedia,NASDAQ,100.96,74,77,55,32
1747,CDIO,Healthcare,Biotechnology,NASDAQ,100.95,74,91,0,87
1748,DGICA,Financial Services,Insurance—Property & Casualty,NASDAQ,100.95,74,62,66,69
1749,UNM,Financial Services,Insurance—Life,NYSE,100.94,74,70,87,98
1750,PEP,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,100.93,74,67,55,86
1751,MESA,Industrials,Airlines,NASDAQ,100.92,74,95,88,7
1752,LPTH,Technology,Electronic Components,NASDAQ,100.91,74,91,81,19
1753,WTM,Financial Services,Insurance—Property & Casualty,NYSE,100.91,74,81,86,95
1754,FORA,Healthcare,Health Information Services,NASDAQ,100.89,74,55,6,15
1755,ESNT,Financial Services,Insurance—Specialty,NYSE,100.89,74,55,51,49
1756,JJC,Exchange Traded Fund,USA,NYSE ARCA,100.87,74,67,79,51
1757,KMB,Consumer Defensive,Household & Personal Products,NYSE,100.87,74,55,75,54
1758,MLSS,Healthcare,Medical Instruments & Supplies,NYSE MKT,100.87,74,88,9,14
1759,ATRI,Healthcare,Medical Instruments & Supplies,NASDAQ,100.87,74,51,40,62
1760,HUBB,Industrials,Electrical Equipment & Parts,NYSE,100.86,74,84,83,94
1761,VICI,Real Estate,REIT—Diversified,NYSE,100.84,74,65,80,73
1762,TFX,Healthcare,Medical Instruments & Supplies,NYSE,100.81,74,31,44,24
1763,ED,Utilities,Utilities—Regulated Electric,NYSE,100.81,74,57,80,70
1764,ARIZU,Financial Services,Shell Companies,NASDAQ,100.81,74,69,50,73
1765,JO,Exchange Traded Fund,USA,NYSE ARCA,100.8,74,55,17,62
1766,DMLP,Energy,Oil & Gas E&P,NASDAQ,100.79,74,77,84,94
1767,WMK,Consumer Defensive,Grocery Stores,NYSE,100.77,74,66,80,94
1768,APWC,Industrials,Electrical Equipment & Parts,NASDAQ,100.74,74,72,55,54
1769,WKME,Technology,Software—Application,NASDAQ,100.73,74,49,32,19
1770,DRQ,Energy,Oil & Gas Equipment & Services,NYSE,100.73,74,82,87,39
1771,ADBE,Technology,Software—Infrastructure,NASDAQ,100.71,74,38,37,21
1772,MDU,Industrials,Conglomerates,NYSE,100.67,74,70,77,74
1773,MEOAU,Financial Services,Shell Companies,NASDAQ,100.66,74,69,57,76
1774,MDWD,Healthcare,Biotechnology,NASDAQ,100.62,74,56,68,17
1775,TIMB,Communication Services,Telecom Services,NYSE,100.61,74,55,42,65
1776,CMI,Industrials,Specialty Industrial Machinery,NYSE,100.61,74,85,86,86
1777,SONX,Healthcare,Medical Devices,NYSE,100.6,74,20,68,7
1778,SCI,Consumer Cyclical,Personal Services,NYSE,100.6,74,57,74,59
1779,CPAC,Basic Materials,Building Materials,NYSE,100.59,74,66,76,61
1780,CVI,Energy,Oil & Gas Refining & Marketing,NYSE,100.58,74,53,79,97
1781,LILA,Communication Services,Telecom Services,NASDAQ,100.57,74,78,71,41
1782,JJSF,Consumer Defensive,Packaged Foods,NASDAQ,100.56,74,55,71,67
1783,LGST,Financial Services,Shell Companies,NASDAQ,100.55,74,79,62,84
1784,HOOD,Technology,Software—Infrastructure,NASDAQ,100.55,74,52,23,42
1785,SOJC,n/a,n/a,NYSE,100.54,74,59,58,48
1786,CCLDP,n/a,n/a,NASDAQ,100.53,74,76,72,78
1787,FIHD,n/a,n/a,NYSE ARCA,100.53,74,49,76,36
1788,PRO,Technology,Software—Application,NYSE,100.53,74,64,29,54
1789,BOOT,Consumer Cyclical,Apparel Retail,NYSE,100.52,74,65,51,24
1790,APPN,Technology,Software—Infrastructure,NASDAQ,100.52,74,45,17,29
1791,ILMN,Healthcare,Diagnostics & Research,NASDAQ,100.51,74,69,21,32
1792,WBD,Communication Services,Entertainment,NASDAQ,100.5,74,68,21,21
1793,PLNT,Consumer Cyclical,Leisure,NYSE,100.49,74,65,83,32
1794,MBCN,Financial Services,Banks—Regional,NASDAQ,100.48,74,70,69,93
1795,AGNCN,Real Estate,REIT—Mortgage,NASDAQ,100.47,74,80,80,67
1796,OKE,Energy,Oil & Gas Midstream,NYSE,100.47,74,61,86,56
1797,MDWT,Financial Services,Insurance—Life,NASDAQ,100.47,74,85,49,59
1798,MODN,Technology,Software—Application,NYSE,100.46,74,79,95,96
1799,POST,Consumer Defensive,Packaged Foods,NYSE,100.44,74,79,83,92
1800,TEL,Technology,Electronic Components,NYSE,100.41,74,61,55,49
1801,CCL,Consumer Cyclical,Travel Services,NYSE,100.4,74,35,51,10
1802,GLPI,Real Estate,REIT—Specialty,NASDAQ,100.38,74,73,82,69
1803,PLBC,Financial Services,Banks—Regional,NASDAQ,100.38,74,76,87,54
1804,MACA,Financial Services,Shell Companies,NASDAQ,100.38,74,71,60,84
1805,CWST,Industrials,Waste Management,NASDAQ,100.37,74,58,54,70
1806,BMAQ,Financial Services,Shell Companies,NASDAQ,100.36,74,79,63,85
1807,LMST,Financial Services,Banks—Regional,NASDAQ,100.36,74,86,90,83
1808,CAKE,Consumer Cyclical,Restaurants,NASDAQ,100.34,74,80,84,69
1809,OXACU,Financial Services,Shell Companies,NASDAQ,100.33,74,78,55,86
1810,IBN,Financial Services,Banks—Regional,NYSE,100.33,74,58,67,90
1811,TBLD,Financial,Closed-End Fund - Equity,NASDAQ,100.29,73,59,52,35
1812,NG,Basic Materials,Gold,NYSE MKT,100.29,73,54,91,41
1813,IEX,Industrials,Specialty Industrial Machinery,NYSE,100.27,73,79,84,84
1814,GAM,Financial Services,Asset Management,NYSE,100.27,73,57,50,55
1815,SNN,Healthcare,Medical Devices,NYSE,100.25,73,70,68,33
1816,LRN,Consumer Defensive,Education & Training Services,NYSE,100.25,73,88,26,96
1817,ASGI,Exchange Traded Fund,USA,NYSE,100.24,73,61,76,50
1818,LILAK,Communication Services,Telecom Services,NASDAQ,100.24,73,77,72,42
1819,ECL,Basic Materials,Specialty Chemicals,NYSE,100.23,73,62,35,40
1820,GENQU,Financial Services,Shell Companies,NASDAQ,100.23,73,79,60,73
1821,VSEC,Industrials,Aerospace & Defense,NASDAQ,100.19,73,58,87,86
1822,HUDAU,Financial Services,Shell Companies,NASDAQ,100.19,73,70,61,74
1823,BOE,Financial Services,Asset Management,NYSE,100.18,73,62,72,48
1824,ELMD,Healthcare,Medical Devices,NYSE MKT,100.17,73,79,47,77
1825,PII,Consumer Cyclical,Recreational Vehicles,NYSE,100.17,73,78,56,51
1826,CACI,Technology,Information Technology Services,NYSE,100.16,73,55,73,60
1827,LAMR,Real Estate,REIT—Specialty,NASDAQ,100.16,73,65,71,42
1828,OCN,Financial Services,Mortgage Finance,NYSE,100.15,73,48,87,61
1829,SGIIU,Financial Services,Shell Companies,NASDAQ,100.14,73,80,55,73
1830,SOJD,n/a,n/a,NYSE,100.13,73,58,49,46
1831,MRAM,Technology,Semiconductors,NASDAQ,100.13,73,49,67,33
1832,CII,Financial Services,Asset Management,NYSE,100.12,73,67,68,56
1833,MNTX,Industrials,Farm & Heavy Construction Machinery,NASDAQ,100.12,73,68,14,25
1834,GJR,Financial Services,Asset Management,NYSE,100.12,73,65,57,75
1835,ONVO,Healthcare,Biotechnology,NASDAQ,100.11,73,39,18,12
1836,SOFI,Financial Services,Credit Services,NASDAQ,100.11,73,61,22,16
1837,EPD,Energy,Oil & Gas Midstream,NYSE,100.09,73,63,62,81
1838,PBAX,Financial Services,Shell Companies,NASDAQ,100.09,73,80,67,81
1839,ARGD,n/a,n/a,NYSE,100.09,73,60,40,63
1840,CMTL,Technology,Communication Equipment,NASDAQ,100.08,73,54,80,27
1841,FAST,Industrials,Industrial Distribution,NASDAQ,100.08,73,63,40,53
1842,ABBV,Healthcare,Drug Manufacturers—General,NYSE,100.07,73,68,72,90
1843,ICPT,Healthcare,Biotechnology,NASDAQ,100.05,73,82,77,53
1844,CMSD,n/a,n/a,NYSE,100.04,73,65,68,58
1845,CAG,Consumer Defensive,Packaged Foods,NYSE,100.04,73,77,86,85
1846,MSGM,Communication Services,Electronic Gaming & Multimedia,NASDAQ,100.04,73,95,4,22
1847,CIEN,Technology,Communication Equipment,NYSE,100.01,73,66,67,32
1848,SPY,--- Reference ---,USA,--- Reference ---,100.0,73,57,50,54
1849,VHAQ,Financial Services,Shell Companies,NYSE MKT,99.99,73,79,62,86
1850,CHKP,Technology,Software—Infrastructure,NASDAQ,99.99,73,55,66,55
1851,SWSSU,Financial Services,Shell Companies,NASDAQ,99.98,73,71,57,72
1852,BERY,Consumer Cyclical,Packaging & Containers,NYSE,99.98,73,59,83,39
1853,KFRC,Industrials,Staffing & Employment Services,NASDAQ,99.96,73,73,28,63
1854,AOD,Financial Services,Asset Management,NYSE,99.96,73,58,69,44
1855,KACL,Financial Services,Shell Companies,NASDAQ,99.96,73,80,68,85
1856,WEAV,Technology,Software—Application,NYSE,99.94,73,46,31,88
1857,GCTK,Healthcare,Medical Instruments & Supplies,NASDAQ,99.94,73,0,8,22
1858,LUNA,Technology,Scientific & Technical Instruments,NASDAQ,99.93,73,95,97,25
1859,FEDU,Consumer Defensive,Education & Training Services,NYSE,99.91,73,41,16,16
1860,RGA,Financial Services,Insurance—Reinsurance,NYSE,99.9,73,63,85,93
1861,MHLD,Financial Services,Insurance—Reinsurance,NASDAQ,99.9,73,85,67,62
1862,TRONU,Financial Services,Shell Companies,NASDAQ,99.9,73,77,52,73
1863,ATO,Utilities,Utilities—Regulated Gas,NYSE,99.89,73,56,77,66
1864,ELP,Utilities,Utilities—Diversified,NYSE,99.89,73,45,87,68
1865,LNG,Energy,Oil & Gas Midstream,NYSE MKT,99.88,73,78,75,97
1866,ADX,Financial Services,Asset Management,NYSE,99.88,73,56,46,50
1867,MEOA,Financial Services,Shell Companies,NASDAQ,99.88,73,80,69,82
1868,PEBK,Financial Services,Banks—Regional,NASDAQ,99.88,73,88,89,61
1869,DOW,Basic Materials,Chemicals,NYSE,99.87,73,56,81,39
1870,BIGZ,Financial Services,Asset Management,NYSE,99.86,73,49,30,27
1871,LXFR,Industrials,Specialty Industrial Machinery,NYSE,99.86,73,60,42,56
1872,GEEXU,Financial Services,Shell Companies,NASDAQ,99.86,73,70,54,77
1873,TYL,Technology,Software—Application,NYSE,99.86,73,46,26,38
1874,RCLF,Financial Services,Shell Companies,NASDAQ,99.85,73,66,61,79
1875,MTRYU,Financial Services,Shell Companies,NASDAQ,99.83,73,78,54,76
1876,SOJE,n/a,n/a,NYSE,99.82,73,59,40,47
1877,GJP,n/a,n/a,NYSE,99.82,73,72,59,85
1878,CIK,Financial Services,Asset Management,NYSE MKT,99.82,73,68,56,49
1879,BEPC,Utilities,Utilities—Renewable,NYSE,99.82,73,31,34,44
1880,PLL,Basic Materials,Other Industrial Metals & Mining,NASDAQ,99.8,73,53,88,89
1881,THRY,Communication Services,Internet Content & Information,NASDAQ,99.77,72,60,22,36
1882,CGABL,n/a,n/a,NASDAQ,99.77,72,45,41,42
1883,TNC,Industrials,Specialty Industrial Machinery,NYSE,99.76,72,63,71,48
1884,EFXT,Energy,Oil & Gas Equipment & Services,NYSE,99.76,72,79,94,46
1885,RCLFU,Financial Services,Shell Companies,NASDAQ,99.75,72,64,58,75
1886,BLW,Financial Services,Asset Management,NYSE,99.75,72,63,77,54
1887,DHC,Real Estate,REIT—Healthcare Facilities,NASDAQ,99.74,72,91,7,8
1888,EDD,Financial Services,Asset Management,NYSE,99.72,72,61,67,43
1889,GASS,Industrials,Marine Shipping,NASDAQ,99.72,72,62,69,96
